Wall time,Step,Value
1628523842.2568035,158,0.00745753338560462
1628523881.6825843,159,0.007580469828099012
1628523920.7031145,160,0.007317627780139446
1628523960.130577,161,0.007397299632430077
1628524000.7900136,162,0.007351301144808531
1628524039.5942228,163,0.0072096348740160465
1628524079.11423,164,0.007087583187967539
1628524118.337398,165,0.007344183046370745
1628524157.6023211,166,0.007340318989008665
1628524196.8008022,167,0.007293225731700659
1628524236.0539792,168,0.007185132708400488
1628524275.365044,169,0.006983614061027765
1628524314.6858084,170,0.007013222668319941
1628524353.904167,171,0.007053193636238575
1628524392.814784,172,0.007207405753433704
1628524432.4061406,173,0.007024001330137253
1628524471.475072,174,0.006833757273852825
1628524510.9161282,175,0.007025165017694235
1628524550.055006,176,0.007140025962144136
1628524589.2689776,177,0.007358524948358536
1628524628.12591,178,0.007352354004979134
1628524667.5360553,179,0.007117391098290682
1628524706.968555,180,0.007027502171695232
1628524746.5306082,181,0.006868652068078518
1628524785.786043,182,0.006976831238716841
1628524824.977405,183,0.006706886924803257
1628524864.3115537,184,0.006744858343154192
1628524903.6022208,185,0.006740085314959288
1628524944.4600291,186,0.006555343046784401
1628524986.055229,187,0.006684362888336182
1628525025.277432,188,0.006795953027904034
1628525064.1999094,189,0.006798461079597473
1628525103.6317441,190,0.0066619012504816055
1628525143.0802684,191,0.006706362124532461
1628525182.4740732,192,0.006568503566086292
1628525221.7051487,193,0.006395571865141392
1628525260.9777715,194,0.006607824936509132
1628525300.5446303,195,0.006995754782110453
1628525342.2329643,196,0.006757940165698528
1628525381.2469544,197,0.006744836922734976
1628525420.7464616,198,0.006854564882814884
1628525463.2405336,199,0.006652188487350941
